Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[20.0, 15.0, 63.375517325614105, 27.263392750559387]","[0.16975274995559686, 5.180495606395115, 8.24644892561828, 0.2643751964746591]","[0.7853555011941222, 0.4198213896119265]","[69.78044811408621, 90.4826246312255, 1.0257254884407623, 569.1132753337705, 2.0475777861624245]","[7.032719325954388, 0.23758303420366067]","[62.48691776082875, 36.11235527589176, 65.46521441076959, 1.2458309801169514]"
"[18.0, 10.0, 42.766983407540735, 172.79741966950937]","[0.259926481612117, 3.2648662951288228, 8.917944307315137, 0.31073469071225857]","[0.7944046189573304, 0.3923567725875501]","[69.47633141781597, 90.15842819767069, 1.0986501974688998, 8.542583399317339, 2.2604484146341557]","[7.02505099177365, 0.23989559892290857]","[46.339988630631105, 33.86948567314093, 59.809917345167776, 1.1672037287087393]"
"[18.0, 11.0, 56.34123143060989, 75.84885535130503]","[0.20137738894081614, 4.413905329946342, 8.476697331699647, 0.28073777955584267]","[0.7899470489450351, 0.4066680160483811]","[69.18184543584862, 90.45982349712861, 1.013046438795605, 754.2523557536571, 2.4225446967520847]","[6.955004292604023, 0.24591959156239881]","[44.291184822098984, 37.012614692310365, 52.44357518142326, 1.162137343796955]"
"[20.0, 12.0, 55.73976076385562, 96.68841141839356]","[0.3552055234771058, 2.123925477071983, 7.724255868442126, 0.3692279863474365]","[0.7802799541363803, 0.43373987884654763]","[68.0157926222328, 90.31024249863287, 1.0217660354482092, 653.311777814033, 2.157783525723597]","[7.145259373194101, 0.23039350376313217]","[24.579439172104234, 37.254116026720915, 61.1791809525524, 1.1225669423312028]"
"[19.0, 12.0, 47.10281876838611, 138.29641622291757]","[0.20445216028842447, 4.001927046042095, 8.897500406609712, 0.24707381841174988]","[0.8230989571316298, 0.3205058779111134]","[67.23226458996498, 91.5358774123319, 1.050913971679293, 678.6073400256918, 2.03123866525695]","[7.0627203917312045, 0.23384144665518675]","[38.453811279146734, 32.76465306752391, 58.57133009785439, 1.1857012565471918]"
"[17.0, 10.0, 45.392917613204595, 198.227973593982]","[0.22502564370959352, 3.7987147686961653, 7.244199370040639, 0.3838952145916008]","[0.753815915647154, 0.5185743669203805]","[68.23316302219793, 91.69173344922518, 1.0393145184406052, 153.69725805431983, 2.2500592951055394]","[7.060394029307712, 0.2355455710833558]","[16.724950750667155, 34.182925968646806, 56.63384248066416, 1.0795805836501027]"
"[16.0, 10.0, 48.54394500919841, 122.53212302513043]","[0.16042198538968297, 4.585759949046236, 9.53073611741062, 0.23734926780060145]","[0.7758589741881937, 0.44614951585776863]","[70.73849166830132, 91.45025276940264, 1.0625985419587027, 152.4037832625229, 2.1023177062751466]","[7.122588060033083, 0.23058639079240298]","[9.255390433776366, 31.319475225285174, 43.761542287244545, 1.0556235713535167]"
"[20.0, 11.0, 53.43797026993781, 94.08419474708097]","[0.3206309631949413, 3.4715899622237307, 7.221882537716665, 0.3278811221263891]","[0.7971142781818521, 0.3856309562342185]","[72.06763657052898, 93.39616885525865, 1.0448237496587938, 232.30655135171398, 2.036022202502746]","[7.054832274841171, 0.23746297443003056]","[57.48193027856906, 31.983338623298042, 38.73584335267288, 1.1058133383812558]"
"[23.0, 12.0, 58.658822843657006, 67.5891569196612]","[0.2163599674882543, 4.02616295523881, 9.678703802311624, 0.22028639802535435]","[0.7809169740069858, 0.43375514223608147]","[64.55802316432892, 90.0, 1.0, 465.96457041102474, 2.286548890192641]","[7.165749016778254, 0.22797900157921974]","[36.881179846489175, 37.40022925314079, 60.37834746610433, 1.1270316097491662]"
"[19.0, 16.0, 49.27986090812445, 112.27655744231227]","[0.25325172313113486, 3.2348256356054548, 7.773599402421774, 0.3311231606045648]","[0.8034801696830045, 0.3713072898767331]","[70.23435830940225, 90.67284279948574, 1.0334088454020487, 569.7005074558208, 2.52049099179769]","[7.1706618610371775, 0.23242065948552004]","[20.97777504184075, 40.31876242225824, 64.71290599107036, 1.1679888621261565]"
