Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323089219024, 3.337365301712886, 9.192024261454192, 0.19883231023867606]","[0.7886751359330715, 0.4082482866786955]","[70.0000000000092, 90.00000000018161, 1.000000000010522, 688.8207342736396, 2.000000000013462]","[7.102974757880887, 0.22904730081511135]","[57.692307663709556, 34.147620350455945, 57.69230768391938, 1.0500000000396374]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323030208887, 3.3373653941535544, 9.192024362370415, 0.19883230722653505]","[0.788675133742131, 0.40824829287561104]","[69.99999999993614, 90.0000000000119, 1.0000000000004883, 610.1006953400324, 2.0000000000004743]","[7.102974757880888, 0.2290473008151112]","[57.69230766073717, 34.147620349281866, 57.69230769175797, 1.0500000000148253]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230242041633, 3.3373653926743545, 9.192024310887563, 0.19883230790151565]","[0.7886751328541463, 0.4082482953872112]","[70.00000000036682, 90.00000000037893, 1.0000000000028004, 172.6324462123232, 2.0000000000008145]","[7.102974757880887, 0.22904730081511135]","[57.692307673229685, 34.14762035315539, 57.69230767295867, 1.0500000001278194]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230674201677, 3.3373653066917677, 9.192024341503199, 0.1988323072370212]","[0.7886751348112869, 0.4082482898515814]","[69.99999999999585, 90.00000000012676, 1.0000000000000537, 241.29474938521662, 2.000000000001775]","[7.102974757880889, 0.22904730081511118]","[57.69230768952011, 34.14762036376373, 57.69230768346532, 1.0500000000388592]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323074408507, 3.3373653002487274, 9.192024302340037, 0.19883230859334128]","[0.7886751337427523, 0.4082482928738538]","[70.00000000004066, 90.00000000010265, 1.0000000000152711, 740.7251446842854, 2.000000000015037]","[7.102974757880887, 0.22904730081511135]","[57.69230768735349, 34.14762034807341, 57.6923076977689, 1.050000000102468]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323061030012, 3.3373653181703533, 9.192024378469126, 0.19883230741503252]","[0.7886751348986702, 0.40824828960442416]","[70.00000000000627, 90.00000000002058, 1.0000000000023088, 410.50826488553946, 2.000000000028892]","[7.102974757880887, 0.22904730081511138]","[57.69230769285824, 34.1476203445456, 57.692307667288524, 1.0500000000125305]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230778139668, 3.3373652939431264, 9.192024324736177, 0.19883230779557165]","[0.7886751338264573, 0.4082482926371005]","[70.00000000013026, 90.00000000025447, 1.0000000000004763, 145.01249858051472, 2.0000000000001674]","[7.102974757880887, 0.22904730081511135]","[57.69230768457259, 34.14762034957301, 57.692307689488594, 1.0500000000602023]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230713267713, 3.3373653067844855, 9.1920243376041, 0.198832307349038]","[0.7886751334387273, 0.40824829373376637]","[70.00000000017118, 90.00000000032018, 1.000000000001492, 930.3348412009956, 2.0000000000158473]","[7.102974757880888, 0.2290473008151112]","[57.69230769380437, 34.14762034928483, 57.69230769201812, 1.0500000000543523]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323075016148, 3.3373653409289137, 9.192024319331365, 0.19883230750282438]","[0.7886751316528878, 0.4082482987848832]","[70.0000000003367, 90.00000000035438, 1.0000000000006408, 886.3273663330411, 2.000000000000319]","[7.102974757880889, 0.22904730081511118]","[57.692307681805396, 34.147620347541896, 57.69230767278446, 1.0500000000618157]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230645077335, 3.337365320969451, 9.192024333514777, 0.1988323072353878]","[0.7886751326768715, 0.4082482958886199]","[70.00000000063775, 90.00000000090063, 1.0000000000968174, 469.28664208417644, 2.0000000000524993]","[7.102974757880887, 0.22904730081511135]","[57.69230769184119, 34.14762034898517, 57.69230769035734, 1.0500000000347098]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230299954968, 3.3373653876287683, 9.192024323629814, 0.1988323076688043]","[0.788675133371579, 0.40824829392369033]","[70.00000000044831, 90.00000000053713, 1.0000000000073086, 93.6060199942489, 2.000000000005096]","[7.102974757880887, 0.22904730081511135]","[57.69230760951232, 34.147620344802895, 57.69230767268184, 1.050000000072293]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230525499157, 3.3373653546440583, 9.192024315991059, 0.19883230845650818]","[0.7886751376954475, 0.40824828169394334]","[69.99999999989727, 90.00000000019189, 1.0000000000042237, 674.5907031714449, 2.000000000015259]","[7.102974757880887, 0.22904730081511135]","[57.69230766120947, 34.147620350184745, 57.692307677459915, 1.0500000000056469]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230614410743, 3.33736533226388, 9.192024334025488, 0.19883230870964663]","[0.7886751349687884, 0.40824828940610014]","[70.00000000041179, 90.00000000042535, 1.0000000000009697, 702.8211587649262, 2.0000000000142224]","[7.102974757880889, 0.22904730081511118]","[57.69230769121378, 34.14762034952294, 57.69230769328056, 1.0500000000626133]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230896106135, 3.3373653631511697, 9.19202427308826, 0.19883230944854208]","[0.7886751354946001, 0.40824828791888]","[70.00000000034375, 90.00000000040707, 1.0000000000095364, 942.5226642163657, 2.0000000000267115]","[7.1029747578808875, 0.2290473008151113]","[57.69230767891566, 34.14762034845084, 57.69230768492419, 1.0500000000059158]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323054475155, 3.3373653472822196, 9.192024335148147, 0.19883230731065155]","[0.7886751326171769, 0.4082482960574617]","[70.00000000012949, 90.00000000019925, 1.0000000000069862, 322.9997236521212, 2.000000000046042]","[7.10297475788089, 0.22904730081511113]","[57.69230768966043, 34.14762035364531, 57.69230769315735, 1.0500000000202665]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230440002217, 3.3373653544531443, 9.192024330593553, 0.19883230853988562]","[0.7886751359275809, 0.4082482866942253]","[69.99999999998992, 90.00000000000072, 1.0000000000047964, 720.6651988478662, 2.0000000000047233]","[7.1029747578808875, 0.2290473008151113]","[57.692307662773956, 34.14762034680835, 57.692307684869135, 1.0500000000326017]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.198832305788047, 3.337365334781255, 9.192024320333328, 0.19883230735500299]","[0.7886751334512099, 0.4082482936984604]","[70.00000000000036, 90.00000000007117, 1.000000000000566, 434.168177927427, 2.0000000000026064]","[7.1029747578808875, 0.2290473008151113]","[57.69230767395789, 34.147620348705495, 57.69230768699257, 1.050000000016262]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323063127796, 3.337365325728551, 9.192024335150538, 0.19883230734246518]","[0.7886751319970543, 0.40824829781143346]","[70.0000000000308, 90.00000000006298, 1.0000000000028466, 425.0822709179214, 2.000000000005865]","[7.1029747578808875, 0.2290473008151113]","[57.692307692147374, 34.14762034760114, 57.69230768055942, 1.0500000000367837]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230650999434, 3.3373653043669362, 9.192024375147238, 0.19883230714400824]","[0.7886751325977861, 0.4082482961123073]","[70.00000000001842, 90.00000000006172, 1.000000000002038, 889.8319158795018, 2.000000000001988]","[7.102974757880887, 0.22904730081511138]","[57.692307553009485, 34.14762034241086, 57.69230764551322, 1.0500000001145486]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230706486182, 3.3373653017501543, 9.192024349189921, 0.19883230742194694]","[0.7886751359133326, 0.40824828673452546]","[70.00000000037103, 90.00000000072372, 1.000000000003012, 204.62629357029553, 2.0000000000072125]","[7.1029747578808875, 0.2290473008151113]","[57.69230769235424, 34.1476203488988, 57.69230768032075, 1.050000000011546]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988322989479274, 3.337365468306625, 9.192024309662122, 0.19883230811622316]","[0.7886751319184776, 0.40824829803368173]","[70.00000000039552, 90.00000000064567, 1.0000000000199596, 315.63364401471404, 2.0000000000066045]","[7.102974757880887, 0.22904730081511135]","[57.692307674899446, 34.147620348831985, 57.69230768978915, 1.0500000000068364]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.1988323063153384, 3.3373653511549533, 9.192024322095508, 0.1988323074836982]","[0.7886751362605201, 0.40824828575253114]","[70.00000000037497, 90.00000000096149, 1.0000000000061795, 672.002754989099, 2.000000000008976]","[7.1029747578808875, 0.2290473008151113]","[57.69230769544941, 34.147620348976744, 57.6923076953683, 1.0500000000543324]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230728196266, 3.3373653012971443, 9.192024316096772, 0.19883230752341743]","[0.7886751298683329, 0.4082483038323673]","[70.00000000050348, 90.00000000052, 1.0000000000062068, 374.34402997715205, 2.0000000000144045]","[7.102974757880888, 0.2290473008151112]","[57.69230767284778, 34.147620349236014, 57.69230768192732, 1.050000000049825]"
